city,county,crashday,crashhour,crashloc,crashmonth,crashsevr,crashtype,development,drvrinjury,latitude,longitude,pedinjury,pedpos,rdclass,rdconfig,drvragegrp
Huntersville,Mecklenburg,Thursday,8,Intersection,August,B: Suspected Minor Injury,Motorist Failed to Yield,Residential,O: No Injury,35.41290293,-80.88191581,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,60-69
Charlotte,Mecklenburg,Friday,7,Intersection,October,C: Possible Injury,Motorist Left Turn - Perpendicular Paths,Residential,O: No Injury,35.26700592,-80.78089195,C: Possible Injury,Intersection Proper,Local Street,Two-Way: Not Divided,60-69
Maiden,Catawba,Monday,22,Non-Roadway,October,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.60803107,-81.21398377,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,50-59
Asheville,Buncombe,Monday,4,Non-Intersection,October,B: Suspected Minor Injury,Standing in Roadway,Residential,Unknown Injury,35.57513326,-82.55968148,B: Suspected Minor Injury,Other / Unknown,Local Street,Two-Way: Not Divided,Unknown
Winston-Salem,Forsyth,Wednesday,18,Non-Roadway,October,O: No Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.06753144,-80.33648265,O: No Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,40-49
Charlotte,Mecklenburg,Saturday,21,Non-Intersection,October,B: Suspected Minor Injury,Vehicle-Vehicle / Object,Commercial,B: Suspected Minor Injury,35.2846135,-80.72459525,B: Suspected Minor Injury,Paved Shoulder / Bike Lane / Parking Lane,Local Street,Two-Way: Divided: Unprotected Median,40-49
Asheboro,Randolph,Monday,15,Non-Intersection,October,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,35.75061609,-79.79539449,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Fayetteville,Cumberland,Thursday,20,Intersection,September,A: Suspected Serious Injury,Motorist Left Turn - Perpendicular Paths,Commercial,O: No Injury,35.04392021,-78.94002206,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Not Divided,50-59
Raleigh,Wake,Tuesday,20,Intersection-Related,October,B: Suspected Minor Injury,Pedestrian Failed to Yield,Residential,O: No Injury,35.87119551,-78.55641425,B: Suspected Minor Injury,Other / Unknown,Local Street,Two-Way: Not Divided,40-49
Raleigh,Wake,Wednesday,20,Non-Intersection,October,A: Suspected Serious Injury,Dash,Residential,O: No Injury,35.84623204,-78.57447326,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,25-29
Charlotte,Mecklenburg,Sunday,10,Intersection,November,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Commercial,O: No Injury,35.09181248,-80.85631167,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Positive Median Barrier,40-49
Greensboro,Guilford,Friday,20,Non-Intersection,October,K: Killed,Walking Along Roadway Against Traffic - From Front,Commercial,O: No Injury,36.09552991,-79.76549059,K: Killed,Travel Lane,US Route,Two-Way: Divided: Positive Median Barrier,70+
Wilmington,New Hanover,Wednesday,14,Intersection,November,C: Possible Injury,Play Vehicle-Related,Residential,Unknown Injury,34.23135256,-77.8796243,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Fayetteville,Cumberland,Wednesday,16,Intersection,October,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.13877643,-78.87478361,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,20-24
Raleigh,Wake,Tuesday,19,Non-Roadway,November,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,Unknown Injury,35.84281252,-78.57814375,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Eden,Rockingham,Tuesday,17,Intersection,November,B: Suspected Minor Injury,Motorist Right Turn on Red - Parallel Paths,Institutional,O: No Injury,36.50243212,-79.73616311,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,70+
Eden,Rockingham,Thursday,15,Intersection-Related,November,B: Suspected Minor Injury,Pedestrian Failed to Yield,Residential,O: No Injury,36.5084368,-79.73796895,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,70+
Fayetteville,Cumberland,Monday,7,Non-Intersection,October,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Commercial,O: No Injury,35.06199582,-78.88394483,B: Suspected Minor Injury,Unpaved Right-of-Way,Local Street,Two-Way: Not Divided,30-39
Raleigh,Wake,Thursday,7,Intersection,November,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Residential,Unknown Injury,35.86126306,-78.69912152,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,Unknown
Greensboro,Guilford,Tuesday,11,Non-Roadway,November,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.09065173,-79.78915719,C: Possible Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,0-19
Greenville,Pitt,Wednesday,15,Non-Roadway,November,C: Possible Injury,Off Roadway - Parking Lot,Commercial,Unknown Injury,35.57683638,-77.38758566,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,Unknown
None - Rural Crash,Davidson,Thursday,19,Non-Intersection,November,K: Killed,Pedestrian Failed to Yield,Farms: Woods: Pastures,O: No Injury,35.77962335,-80.12145695,K: Killed,Travel Lane,US Route,Two-Way: Not Divided,60-69
Charlotte,Mecklenburg,Friday,20,Non-Intersection,November,B: Suspected Minor Injury,Motorist Entering Driveway or Alley,Commercial,Unknown Injury,35.25827763,-80.7915923,B: Suspected Minor Injury,Sidewalk / Shared Use Path / Driveway Crossing,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Charlotte,Mecklenburg,Saturday,17,Non-Intersection,December,C: Possible Injury,Disabled Vehicle-Related,Commercial,O: No Injury,35.21087433,-80.6969425,C: Possible Injury,Travel Lane,Local Street,One-Way: Not Divided,25-29
Greensboro,Guilford,Sunday,17,Non-Intersection,December,C: Possible Injury,Motor Vehicle Loss of Control,Farms: Woods: Pastures,O: No Injury,36.14835223,-79.77633096,C: Possible Injury,Other / Unknown,Local Street,Two-Way: Not Divided,50-59
None - Rural Crash,Wake,Thursday,8,Non-Intersection,November,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,35.78079605,-78.40181607,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,70+
Charlotte,Mecklenburg,Saturday,19,Intersection,December,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,35.29691884,-80.79911089,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Wednesday,20,Non-Roadway,November,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.15585544,-80.82541571,C: Possible Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,40-49
Greenville,Pitt,Thursday,7,Intersection,December,B: Suspected Minor Injury,Working in Roadway,Institutional,O: No Injury,35.60684766,-77.34882285,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Greensboro,Guilford,Thursday,9,Intersection,November,C: Possible Injury,Motorist Failed to Yield,Institutional,O: No Injury,36.06835718,-79.81123486,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,40-49
Cary,Wake,Wednesday,14,Non-Roadway,November,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.7353234,-78.779731,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Harrisburg,Cabarrus,Tuesday,15,Non-Roadway,November,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.32330716,-80.647405,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
Laurinburg,Scotland,Friday,23,Intersection-Related,November,C: Possible Injury,Standing in Roadway,Residential,Unknown Injury,34.76242097,-79.45875643,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Asheville,Buncombe,Friday,18,Non-Intersection,November,B: Suspected Minor Injury,Dash,Commercial,Unknown Injury,35.59008296,-82.53008078,B: Suspected Minor Injury,Travel Lane,US Route,Two-Way: Not Divided,Unknown
Raleigh,Wake,Friday,8,Non-Intersection,December,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Residential,C: Possible Injury,35.75955526,-78.55066477,A: Suspected Serious Injury,Paved Shoulder / Bike Lane / Parking Lane,Local Street,Two-Way: Not Divided,40-49
None - Rural Crash,Surry,Wednesday,7,Non-Intersection,December,B: Suspected Minor Injury,Pedestrian Failed to Yield,Residential,O: No Injury,36.46026102,-80.74922708,B: Suspected Minor Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,50-59
Burlington,Alamance,Wednesday,16,Intersection,December,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,36.08966674,-79.43326185,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
None - Rural Crash,Cleveland,Sunday,18,Non-Intersection,December,K: Killed,Crossing an Expressway,Farms: Woods: Pastures,O: No Injury,35.17447883,-81.41949836,K: Killed,Travel Lane,Interstate,Two-Way: Divided: Unprotected Median,40-49
Fayetteville,Cumberland,Friday,13,Non-Roadway,December,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.00277362,-78.902322,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
New Bern,Craven,Monday,9,Non-Intersection,December,B: Suspected Minor Injury,Standing in Roadway,Residential,O: No Injury,35.10429516,-77.05120144,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
Asheville,Buncombe,Friday,23,Intersection,December,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.59422251,-82.55551991,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,25-29
Nags Head,Dare,Thursday,18,Non-Intersection,November,K: Killed,Walking Along Roadway Against Traffic - From Front,Commercial,O: No Injury,35.95465075,-75.62471121,K: Killed,Travel Lane,US Route,Two-Way: Divided: Unprotected Median,50-59
Asheville,Buncombe,Monday,16,Non-Intersection,December,C: Possible Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.44567246,-82.5332417,C: Possible Injury,Travel Lane,NC Route,Two-Way: Divided: Unprotected Median,50-59
Rockingham,Richmond,Monday,18,Non-Intersection,December,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,34.92026047,-79.74740403,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,50-59
Brevard,Transylvania,Saturday,16,Non-Roadway,February,C: Possible Injury,Vehicle-Vehicle / Object,Commercial,O: No Injury,35.27384,-82.7022,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,70+
Durham,Durham,Saturday,19,Non-Intersection,March,C: Possible Injury,Multiple Threat,Commercial,O: No Injury,35.99081,-78.8609,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,50-59
Durham,Durham,Tuesday,9,Non-Roadway,March,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.91047,-78.9294,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,70+
Charlotte,Mecklenburg,Friday,20,Non-Intersection,January,A: Suspected Serious Injury,Dash,Residential,O: No Injury,35.21924,-80.7806,A: Suspected Serious Injury,Travel Lane,Public Vehicular Area,Two-Way: Not Divided,20-24
Conover,Catawba,Tuesday,14,Non-Roadway,March,C: Possible Injury,Backing Vehicle - Parking Lot,Institutional,O: No Injury,35.70112,-81.2215,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,25-29
Raleigh,Wake,Saturday,21,Intersection,February,C: Possible Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.78484,-78.6473,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,30-39
None - Rural Crash,Carteret,Friday,12,Non-Intersection,February,C: Possible Injury,Working in Roadway,Farms: Woods: Pastures,O: No Injury,34.78933,-77.1275,C: Possible Injury,Travel Lane,NC Route,Two-Way: Not Divided,40-49
Charlotte,Mecklenburg,Sunday,2,Non-Intersection,February,B: Suspected Minor Injury,Dash,Commercial,O: No Injury,35.22703,-80.8368,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Elizabeth City,Pasquotank,Friday,19,Intersection,February,C: Possible Injury,Walking in Roadway,Residential,Unknown Injury,36.30495,-76.2192,C: Possible Injury,Other / Unknown,Local Street,Two-Way: Not Divided,Unknown
Raleigh,Wake,Wednesday,17,Non-Intersection,February,B: Suspected Minor Injury,School Bus-Related,Commercial,O: No Injury,35.77978,-78.6185,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,25-29
None - Rural Crash,Halifax,Tuesday,8,Non-Roadway,March,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.51297,-78.3349,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,25-29
Raleigh,Wake,Friday,12,Intersection,March,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.789,-78.6612,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,40-49
Goldsboro,Wayne,Friday,20,Intersection-Related,March,B: Suspected Minor Injury,Dash,Commercial,O: No Injury,35.39816,-78.0055,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,0-19
None - Rural Crash,Halifax,Monday,16,Non-Roadway,March,C: Possible Injury,Emergency Vehicle-Related,Residential,O: No Injury,36.4153,-77.5972,C: Possible Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,30-39
Gastonia,Gaston,Tuesday,15,Intersection-Related,March,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.23044,-81.1964,C: Possible Injury,Travel Lane,Public Vehicular Area,Two-Way: Not Divided,50-59
Fayetteville,Cumberland,Saturday,0,Non-Roadway,March,B: Suspected Minor Injury,Off Roadway - Other / Unknown,Commercial,Unknown Injury,35.08069,-78.9549,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,Unknown
None - Rural Crash,Caldwell,Monday,21,Non-Intersection,March,B: Suspected Minor Injury,Standing in Roadway,Farms: Woods: Pastures,Unknown Injury,35.96068,-81.5648,B: Suspected Minor Injury,Travel Lane,US Route,Two-Way: Divided: Unprotected Median,Unknown
Charlotte,Mecklenburg,Friday,15,Non-Intersection,June,B: Suspected Minor Injury,Dart-Out,Commercial,O: No Injury,35.24999,-80.7794,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,70+
Littleton,Halifax,Wednesday,17,Non-Intersection,April,C: Possible Injury,Assault with Vehicle,Residential,Unknown Injury,36.42705,-77.911,C: Possible Injury,Unpaved Right-of-Way,State Secondary Route,Two-Way: Not Divided,20-24
Charlotte,Mecklenburg,Monday,14,Non-Intersection,July,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.20189,-80.7598,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,50-59
Goldsboro,Wayne,Friday,15,Non-Intersection,April,B: Suspected Minor Injury,Dart-Out,Residential,O: No Injury,35.37069,-77.9843,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
Charlotte,Mecklenburg,Wednesday,6,Intersection,July,C: Possible Injury,Motorist Right Turn on Red - Perpendicular Paths,Residential,O: No Injury,35.20237,-80.7308,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Sanford,Lee,Friday,18,Non-Intersection,March,K: Killed,Lying in Roadway,Commercial,O: No Injury,35.48265,-79.1527,K: Killed,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Tuesday,18,Intersection,April,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.20971,-80.8599,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,40-49
Yadkinville,Yadkin,Wednesday,15,Non-Roadway,July,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,36.12472,-80.6603,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,40-49
Charlotte,Mecklenburg,Friday,12,Intersection,July,C: Possible Injury,Commercial Bus-Related,Commercial,O: No Injury,35.19693,-80.8391,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Positive Median Barrier,20-24
Charlotte,Mecklenburg,Friday,12,Non-Roadway,July,B: Suspected Minor Injury,Vehicle-Vehicle / Object,Commercial,O: No Injury,35.30666,-80.7238,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Divided: Unprotected Median,20-24
None - Rural Crash,New Hanover,Monday,14,Intersection-Related,July,C: Possible Injury,Working in Roadway,Commercial,O: No Injury,34.14,-77.8937,C: Possible Injury,Travel Lane,US Route,Two-Way: Not Divided,25-29
Ellerbe,Richmond,Monday,19,Non-Intersection,April,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Residential,O: No Injury,35.06484,-79.758,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
Charlotte,Mecklenburg,Wednesday,8,Non-Intersection,May,B: Suspected Minor Injury,Dash,Commercial,O: No Injury,35.21552,-80.7803,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,40-49
Charlotte,Mecklenburg,Sunday,1,Non-Intersection,August,A: Suspected Serious Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.20331,-80.7445,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,0-19
